gene_1,gene_2,both_missense_lof,missense_1,lof_2,expected_both_missense_lof,p-value_missense_lof,z-score_missense_lof
ENSG00000162512,ENSG00000115884,0.0,308,44,0.0351748747556261,0.9654365710101832,-1.8175897594328505
ENSG00000163017,ENSG00000075624,0.0,17,1,4.412432636110127e-05,0.9999558766471026,-3.920823981180092
ENSG00000163214,ENSG00000067248,1.0,1621,266,1.1191642227257534,0.6920185991536213,-0.5015802688012623
ENSG00000163577,ENSG00000132507,0.0,110,5,0.0014275517352121,0.9985734667320704,-2.9831408606121
ENSG00000163694,ENSG00000135316,0.0,807,57,0.1193926404873115,0.8874592799005978,-1.2131265510275235
ENSG00000164087,ENSG00000139323,0.0,585,76,0.1153980911773272,0.8910113695301338,-1.231924573662289
ENSG00000164651,ENSG00000185591,0.0,0,1,0.0,1.0,-inf
ENSG00000164695,ENSG00000101421,0.0,383,1,0.0009940951174295,0.9990063988314308,-3.0921383135032494
ENSG00000164754,ENSG00000244588,0.0,54,217,0.0304146386058461,0.9700432327759076,-1.881429372274341
ENSG00000164893,ENSG00000103257,0.0,481,108,0.1348335591650875,0.8738613457966036,-1.1448354958226998
ENSG00000164967,ENSG00000178718,0.0,0,371,0.0,1.0,-inf
ENSG00000165209,ENSG00000129351,0.0,21,8,0.000436052166392,0.9995640428905368,-3.328894511262671
ENSG00000165238,ENSG00000060237,2.0,1338,481,1.6704379829896958,0.7650058099370333,-0.7224979583771687
ENSG00000165804,ENSG00000171940,0.0,3,10,7.786645828429637e-05,0.9999221365732296,-3.7817545782910993
ENSG00000166589,ENSG00000170558,0.0,1081,7,0.019640516327909,0.9805511020676116,-2.0652664532268634
ENSG00000166851,ENSG00000185988,0.0,849,285,0.6280319192919923,0.5336410167877061,-0.0844257102592682
ENSG00000166900,ENSG00000103496,0.0,558,115,0.1665563542701099,0.8465751074688616,-1.0218544685238122
ENSG00000167522,ENSG00000101745,0.0,9,439,0.0102550125560418,0.9897973907998838,-2.318812255359402
ENSG00000167553,ENSG00000183785,0.0,5,90,0.0011679968742644,0.9988326849685956,-3.0439898639048493
ENSG00000167553,ENSG00000198033,0.0,5,405,0.00525598593419,0.99475780259187,-2.559430066450968
ENSG00000167771,ENSG00000089902,0.0,819,10,0.0212575431116129,0.9789668059426264,-2.0328627818274327
ENSG00000168298,ENSG00000189060,0.0,161,7,0.00292518328288,0.9970790908971368,-2.7565304002754685
ENSG00000168710,ENSG00000101444,0.0,172,68,0.0303575365364376,0.9700986258334288,-1.8822450737097784
ENSG00000168710,ENSG00000158467,0.0,172,69,0.0308039708972676,0.9696656371311716,-1.8759020891432003
ENSG00000168769,ENSG00000182054,0.0,18,252,0.0117734084925856,0.9882956268883316,-2.266696927872104
ENSG00000169016,ENSG00000112242,0.0,180,9,0.004204788747352,0.9958040389995816,-2.6358807411072034
ENSG00000169045,ENSG00000096746,0.0,28,11,0.0007994289717187,0.999200890486488,-3.156231599455333
ENSG00000169045,ENSG00000103067,0.0,28,187,0.0135902925192191,0.9865016385781054,-2.211565190375629
ENSG00000169045,ENSG00000104413,0.0,28,44,0.0031977158868751,0.9968073913612784,-2.7273143726928017
ENSG00000169045,ENSG00000169813,0.0,28,141,0.0102472259102134,0.9898050980316146,-2.319096510525648
ENSG00000169047,ENSG00000185950,0.0,1599,43,0.1784621357417788,0.836555731839961,-0.9804003515076242
ENSG00000169067,ENSG00000075624,0.0,894,1,0.002320420456872,0.9976822696375574,-2.8313317976660484
ENSG00000169398,ENSG00000174292,2.0,225,963,0.5623904949583305,0.9804369566449884,-2.06285836647134
ENSG00000169717,ENSG00000075624,0.0,212,1,0.000550256305209,0.9994498950580276,-3.263562309855408
ENSG00000170558,ENSG00000124215,1.0,843,1091,2.387159798267502,0.3112471320133268,0.4923184149597746
ENSG00000170558,ENSG00000179242,0.0,843,40,0.0875218991115491,0.9161988074912985,-1.379948880132024
ENSG00000171262,ENSG00000130244,0.0,862,396,0.8859957089420377,0.4123034346082287,0.2216236513270391
ENSG00000171608,ENSG00000121879,0.0,280,18,0.0130815649917617,0.9870036267943176,-2.2263201248417426
ENSG00000171791,ENSG00000171552,0.0,0,0,0.0,1.0,-inf
ENSG00000171862,ENSG00000274391,0.0,85,609,0.1343585737695533,0.8742765157656093,-1.1468419004205344
ENSG00000172531,ENSG00000186298,0.0,36,22,0.0020556744987054,0.99794643695305,-2.869814544503473
ENSG00000172845,ENSG00000185591,0.0,211,1,0.0005476607565995,0.9994524891821795,-3.264901461591297
ENSG00000173110,ENSG00000109971,0.0,3097,14,0.112537796609684,0.8935635727966535,-1.2457046268048655
ENSG00000173614,ENSG00000163864,0.0,159,593,0.244726491741715,0.7829186436753419,-0.7820882482432735
ENSG00000173846,ENSG00000166851,0.0,1143,38,0.1127350583040043,0.8933873243164092,-1.2447454014862191
ENSG00000174775,ENSG00000133703,0.0,4,298,0.003093893942496,0.9969108872152984,-2.738169332169096
ENSG00000174953,ENSG00000067248,0.0,785,266,0.5419765051447974,0.5815975849796604,-0.2059821813916332
ENSG00000176720,ENSG00000171552,0.0,700,0,0.0,1.0,-inf
ENSG00000176928,ENSG00000015532,0.0,0,76,0.0,1.0,-inf
ENSG00000177565,ENSG00000150627,1.0,35,726,0.065952890166799,0.9979184110285454,-2.865525460053292
ENSG00000177885,ENSG00000100351,0.0,9,76,0.0017753552488819,0.998226219762042,-2.9158191697118907
ENSG00000177885,ENSG00000101082,0.0,9,281,0.0065641424333661,0.9934573544875748,-2.4814395304289
ENSG00000178035,ENSG00000100938,0.0,363,435,0.4098501031793938,0.6637497366549796,-0.4227186776201672
ENSG00000178035,ENSG00000106348,0.0,363,220,0.2072805119527969,0.8127916202419205,-0.8882305300245235
ENSG00000178035,ENSG00000137198,0.0,363,72,0.0678372584572789,0.9344125289405134,-1.5094847791432635
ENSG00000178462,ENSG00000123416,0.0,344,2,0.0017857374433198,0.9982158560371348,-2.914000974612793
ENSG00000178462,ENSG00000167553,0.0,344,96,0.0857153972793534,0.9178554182003056,-1.3907898443305933
ENSG00000178750,ENSG00000103496,0.0,99,115,0.0295503209188904,0.9708820207365249,-1.8939175206411545
ENSG00000184897,ENSG00000168298,0.0,60,32,0.0049834533301949,0.9950289434718416,-2.577836141709048
ENSG00000185591,ENSG00000167182,0.0,917,4,0.0095204722995599,0.990524703916867,-2.3465014560545683
ENSG00000185650,ENSG00000128016,0.0,104,71,0.0191655309323748,0.9810169601498028,-2.0752207572571963
ENSG00000185697,ENSG00000101057,0.0,588,70,0.1068327807660546,0.8986759363281333,-1.2740431412317712
ENSG00000185811,ENSG00000161405,0.0,123,11,0.0035117772686217,0.9964943818092912,-2.696310091825509
ENSG00000187210,ENSG00000015532,0.0,555,76,0.1094802403477206,0.896299874760996,-1.2607463453145442
ENSG00000187583,ENSG00000102606,0.0,283,38,0.0279125297463107,0.9724734255783776,-1.918456531320217
ENSG00000187678,ENSG00000065427,0.0,8,133,0.002761663720483,0.9972421461647551,-2.775263042364699
ENSG00000188191,ENSG00000108946,0.0,835,1,0.0021672830889129,0.9978350637733364,-2.853072627890181
ENSG00000188229,ENSG00000101162,0.0,79,454,0.0930919464274857,0.9111097231606032,-1.3476202513003797
ENSG00000188229,ENSG00000104833,0.0,79,28,0.0057413535241621,0.9942750965490308,-2.5286625017029696
ENSG00000188229,ENSG00000176014,0.0,79,46,0.0094322236468377,0.9906121202446057,-2.349953440158652
ENSG00000188229,ENSG00000258947,0.0,79,0,0.0,1.0,-inf
ENSG00000188229,ENSG00000261456,0.0,79,286,0.058643825282513,0.94304259727747,-1.5808392155323554
ENSG00000188687,ENSG00000033867,0.0,156,231,0.0935331896910967,0.9107077908143396,-1.3451264020697369
ENSG00000196230,ENSG00000101162,0.0,18,454,0.0212108232366423,0.9790125442178352,-2.0337688009922927
ENSG00000196230,ENSG00000104833,0.0,18,28,0.0013081564991761,0.9986926987645568,-3.0097529696667693
ENSG00000196230,ENSG00000176014,0.0,18,46,0.0021491142486465,0.9978531934439192,-2.8557438985198718
ENSG00000196230,ENSG00000188229,0.0,18,79,0.0036908701226756,0.9963159327663552,-2.6797310016363856
ENSG00000196230,ENSG00000258947,0.0,18,0,0.0,1.0,-inf
ENSG00000196230,ENSG00000261456,0.0,18,286,0.0133618842415852,0.986726989453279,-2.2181292481689803
ENSG00000196531,ENSG00000253506,0.0,389,141,0.142363245681179,0.8673061540448616,-1.1137471118913935
ENSG00000196542,ENSG00000165389,0.0,0,17,0.0,1.0,-inf
ENSG00000196570,ENSG00000108518,0.0,89,41,0.0094711568759799,0.9905735532667104,-2.3484270179107387
ENSG00000196604,ENSG00000075624,0.0,1807,1,0.0046901563373241,0.995320825270716,-2.598678063850543
ENSG00000196834,ENSG00000075624,0.0,929,1,0.0024112646582037,0.9975916401052354,-2.8190421149019347
ENSG00000197959,ENSG00000079805,0.0,954,19,0.0470469140953718,0.954042638493132,-1.6853828877891028
ENSG00000198380,ENSG00000131459,0.0,186,226,0.109106481347956,0.8966349375181357,-1.262607906723877
ENSG00000198597,ENSG00000171940,0.0,664,10,0.0172344427669242,0.9829132207255536,-2.1180178197868904
ENSG00000204256,ENSG00000141867,0.0,75,82,0.0159626239482807,0.9841641035363042,-2.148528523963429
ENSG00000204256,ENSG00000169925,0.0,75,179,0.0348452400822226,0.9657548648364184,-1.8217675046255133
ENSG00000204335,ENSG00000185591,0.0,755,1,0.0019596392001547,0.9980422796391272,-2.884895125084843
ENSG00000204388,ENSG00000109971,0.0,261,14,0.0094841346190272,0.9905606979410834,-2.347919437364862
ENSG00000204389,ENSG00000109971,0.0,0,14,0.0,1.0,-inf
ENSG00000204390,ENSG00000109971,0.0,1451,14,0.0527259744529065,0.9486399284442516,-1.6318070338096573
ENSG00000213281,ENSG00000133703,0.0,101,298,0.078120822048025,0.9248526771982024,-1.438491506677316
ENSG00000213281,ENSG00000157764,0.0,101,12,0.0031458049146855,0.9968591379451456,-2.732701463419952
ENSG00000213639,ENSG00000172531,0.0,1,59,0.0001531373679591,0.9998468743569692,-3.609954021414403
ENSG00000217236,ENSG00000185591,0.0,288,1,0.0007475179995292,0.9992527613224468,-3.1757537849730357
ENSG00000221914,ENSG00000175470,0.0,13,14,0.0004723898469247,0.999527721711592,-3.306540610633114
ENSG00000221978,ENSG00000163660,0.0,476,13,0.0160612547954408,0.9840670393838664,-2.146088467033222
ENSG00000222014,ENSG00000175582,0.0,9,7,0.000163519562397,0.999836493806198,-3.592904558861458
ENSG00000222038,ENSG00000075624,0.0,1228,1,0.0031873336924371,0.9968177404631556,-2.7283854503061677
ENSG00000240065,ENSG00000142507,0.0,179,50,0.023230160054815,0.9770375828690382,-1.9960835041590617
ENSG00000253626,ENSG00000132507,0.0,171,5,0.0022191940611024,0.9977832665295254,-2.8455509275879374
ENSG00000254505,ENSG00000101421,0.0,119,1,0.0003088702845277,0.999691177410988,-3.4237451345342684
ENSG00000254535,ENSG00000070756,0.0,184,3,0.001432742832431,0.9985682830535788,-2.982030586884708
ENSG00000254647,ENSG00000017427,0.0,46,62,0.0074025046342271,0.9926248264221976,-2.438451272947046
ENSG00000256453,ENSG00000135316,0.0,156,57,0.0230796182354654,0.9771846789561148,-1.998794047738596
